"nama","total","date"
Terung,6248,2000
Terung,2501,2001
Terung,4764,2002
Terung,4864,2003
Terung,7356,2004
Terung,2648,2005
Terung,10505,2006
Terung,18008,2007
Terung,11813,2008
Terung,12494,2009
Terung,15634,2010
Terung,15263,2011
Terung,15143,2012
Terung,18340,2013
Terung,16393,2014
Terung,13353,2015
Terung,15520,2016
Terung,17240,2017
Terung,16321,2018
Terung,12800,2019
Terung,12800,2020
Terung,10631,2021
